Date,HargaJual,HargaBeli,Inflasi,HargaMinyak,KursJual,KursBeli,Tanggal,Bulan,Tahun
2/10/2018,569000,608022,3.16,75.23,15063.0,14913.0,2.0,10.0,2018.0
1/10/2018,570000,609032,3.16,75.3,14980.0,14830.0,1.0,10.0,2018.0
30/09/2018,567000,606004,2.88,73.25,15004.0,14854.0,30.0,9.0,2018.0
29/09/2018,567000,606004,2.88,73.25,15004.0,14854.0,29.0,9.0,2018.0
28/09/2018,567000,606004,2.88,73.25,15004.0,14854.0,28.0,9.0,2018.0
27/09/2018,574000,612058,2.88,72.12,14994.0,14844.0,27.0,9.0,2018.0
26/09/2018,574000,613068,2.88,71.57,15013.0,14863.0,26.0,9.0,2018.0
25/09/2018,572000,612058,2.88,72.28,14967.0,14819.0,25.0,9.0,2018.0
24/09/2018,570000,609032,2.88,72.08,14939.0,14791.0,24.0,9.0,2018.0
23/09/2018,576000,614076,2.88,70.78,14898.0,14750.0,23.0,9.0,2018.0
22/09/2018,576000,614076,2.88,70.78,14898.0,14750.0,22.0,9.0,2018.0
21/09/2018,576000,614076,2.88,70.78,14898.0,14750.0,21.0,9.0,2018.0
20/09/2018,576000,614076,2.88,70.8,14913.0,14765.0,20.0,9.0,2018.0
19/09/2018,573000,612058,2.88,71.12,14970.0,14822.0,19.0,9.0,2018.0
18/09/2018,572000,610040,2.88,69.85,14983.0,14833.0,18.0,9.0,2018.0
17/09/2018,569000,607014,2.88,68.91,14933.0,14785.0,17.0,9.0,2018.0
16/09/2018,571000,609032,2.88,68.99,14909.0,14761.0,16.0,9.0,2018.0
15/09/2018,571000,609032,2.88,68.99,14909.0,14761.0,15.0,9.0,2018.0
14/09/2018,571000,609032,2.88,68.99,14909.0,14761.0,14.0,9.0,2018.0
13/09/2018,576000,613068,2.88,68.59,14868.0,14720.0,13.0,9.0,2018.0
12/9/2018,573000,608022,2.88,70.37,14937.0,14789.0,12.0,9.0,2018.0
11/9/2018,572000,604996,2.88,69.25,14909.0,14761.0,11.0,9.0,2018.0
10/9/2018,573000,608022,2.88,67.54,14958.0,14810.0,10.0,9.0,2018.0
9/9/2018,573000,608022,2.88,67.75,14958.0,14810.0,9.0,9.0,2018.0
8/9/2018,573000,608022,2.88,67.75,14958.0,14810.0,8.0,9.0,2018.0
7/9/2018,573000,608022,2.88,67.75,14958.0,14810.0,7.0,9.0,2018.0
6/9/2018,573000,607014,2.88,67.77,14965.0,14817.0,6.0,9.0,2018.0
5/9/2018,567000,600960,2.88,68.72,15002.0,14852.0,5.0,9.0,2018.0
4/9/2018,569000,601968,2.88,69.87,14914.0,14766.0,4.0,9.0,2018.0
3/9/2018,566000,599950,2.88,70.12,14841.0,14693.0,3.0,9.0,2018.0
2/9/2018,565000,597932,2.88,69.92,14785.0,14637.0,2.0,9.0,2018.0
1/9/2018,565000,597932,3.2,69.8,14785.0,14637.0,1.0,9.0,2018.0
31/08/2018,565000,597932,3.2,69.8,14785.0,14637.0,31.0,8.0,2018.0
30/08/2018,567000,600960,3.2,70.25,14728.0,14582.0,30.0,8.0,2018.0
29/08/2018,564000,597932,3.2,69.51,14716.0,14570.0,29.0,8.0,2018.0
28/08/2018,567000,600960,3.2,68.53,14687.0,14541.0,28.0,8.0,2018.0
27/08/2018,565000,599950,3.2,68.87,14683.0,14537.0,27.0,8.0,2018.0
26/08/2018,555000,593896,3.2,68.72,14728.0,14582.0,26.0,8.0,2018.0
25/08/2018,555000,593896,3.2,68.72,14728.0,14582.0,25.0,8.0,2018.0
24/08/2018,555000,593896,3.2,68.72,14728.0,14582.0,24.0,8.0,2018.0
23/08/2018,559000,595914,3.2,67.83,14693.0,14547.0,23.0,8.0,2018.0
22/08/2018,557000,594906,3.2,67.86,14641.0,14495.0,22.0,8.0,2018.0
21/08/2018,557000,594906,3.2,67.35,14641.0,14495.0,21.0,8.0,2018.0
20/08/2018,555000,593896,3.2,66.43,14651.0,14505.0,20.0,8.0,2018.0
19/08/2018,550000,590870,3.2,65.91,14692.0,14546.0,19.0,8.0,2018.0
18/08/2018,550000,590870,3.2,65.91,14692.0,14546.0,18.0,8.0,2018.0
17/08/2018,550000,590870,3.2,65.91,14692.0,14546.0,17.0,8.0,2018.0
16/08/2018,550000,590870,3.2,65.46,14692.0,14546.0,16.0,8.0,2018.0
15/08/2018,560000,594906,3.2,65.01,14694.0,14548.0,15.0,8.0,2018.0
14/08/2018,559000,594906,3.2,67.04,14698.0,14552.0,14.0,8.0,2018.0
13/08/2018,561000,595914,3.2,67.2,14656.0,14510.0,13.0,8.0,2018.0
12/8/2018,561000,595914,3.2,67.63,14509.0,14365.0,12.0,8.0,2018.0
11/8/2018,561000,595914,3.2,67.63,14509.0,14365.0,11.0,8.0,2018.0
10/8/2018,561000,595914,3.2,67.63,14509.0,14365.0,10.0,8.0,2018.0
9/8/2018,562000,596924,3.2,66.81,14494.0,14350.0,9.0,8.0,2018.0
8/8/2018,564000,598942,3.2,66.94,14511.0,14367.0,8.0,8.0,2018.0
7/8/2018,562000,597932,3.2,69.17,14557.0,14413.0,7.0,8.0,2018.0
6/8/2018,565000,599950,3.2,69.01,14553.0,14409.0,6.0,8.0,2018.0
5/8/2018,561000,596924,3.2,68.49,14576.0,14430.0,5.0,8.0,2018.0
4/8/2018,561000,596924,3.2,68.49,14576.0,14430.0,4.0,8.0,2018.0
3/8/2018,561000,596924,3.2,68.49,14576.0,14430.0,3.0,8.0,2018.0
2/8/2018,564000,599950,3.2,68.96,14518.0,14374.0,2.0,8.0,2018.0
1/8/2018,566000,601968,3.2,67.66,14514.0,14370.0,1.0,8.0,2018.0
31/07/2018,565000,599950,3.18,68.76,14485.0,14341.0,31.0,7.0,2018.0
30/07/2018,576000,604996,3.18,70.13,14481.0,14337.0,30.0,7.0,2018.0
29/07/2018,576000,604996,3.18,68.69,14555.0,14411.0,29.0,7.0,2018.0
28/07/2018,576000,604996,3.18,68.69,14555.0,14411.0,28.0,7.0,2018.0
27/07/2018,576000,604996,3.18,68.69,14555.0,14411.0,27.0,7.0,2018.0
26/07/2018,576000,608022,3.18,69.61,14515.0,14371.0,26.0,7.0,2018.0
25/07/2018,568000,601968,3.18,69.3,14588.0,14442.0,25.0,7.0,2018.0
24/07/2018,568000,601968,3.18,68.52,14614.0,14468.0,24.0,7.0,2018.0
23/07/2018,574000,606004,3.18,67.89,14526.0,14382.0,23.0,7.0,2018.0
22/07/2018,566000,600960,3.18,70.46,14593.0,14447.0,22.0,7.0,2018.0
21/07/2018,566000,600960,3.18,70.46,14593.0,14447.0,21.0,7.0,2018.0
20/07/2018,566000,600960,3.18,70.46,14593.0,14447.0,20.0,7.0,2018.0
19/07/2018,567000,601968,3.18,69.46,14490.0,14346.0,19.0,7.0,2018.0
18/07/2018,567000,601968,3.18,68.76,14478.0,14334.0,18.0,7.0,2018.0
17/07/2018,573000,606004,3.18,68.08,14463.0,14319.0,17.0,7.0,2018.0
16/07/2018,571000,606004,3.18,68.06,14468.0,14324.0,16.0,7.0,2018.0
15/07/2018,575000,609032,3.18,71.01,14430.0,14286.0,15.0,7.0,2018.0
14/07/2018,575000,609032,3.18,71.01,14430.0,14286.0,14.0,7.0,2018.0
13/07/2018,575000,609032,3.18,71.01,14430.0,14286.0,13.0,7.0,2018.0
12/7/2018,572000,607014,3.18,70.33,14507.0,14363.0,12.0,7.0,2018.0
11/7/2018,576000,609032,3.18,70.38,14463.0,14319.0,11.0,7.0,2018.0
10/7/2018,577000,610040,3.18,74.11,14398.0,14254.0,10.0,7.0,2018.0
9/7/2018,579000,612058,3.18,73.85,14404.0,14260.0,9.0,7.0,2018.0
8/7/2018,580000,612058,3.18,73.8,14481.0,14337.0,8.0,7.0,2018.0
7/7/2018,580000,612058,3.18,73.8,14481.0,14337.0,7.0,7.0,2018.0
6/7/2018,580000,612058,3.18,73.8,14481.0,14337.0,6.0,7.0,2018.0
5/7/2018,577000,610040,3.18,72.94,14459.0,14315.0,5.0,7.0,2018.0
4/7/2018,578000,611050,3.18,74.13,14415.0,14271.0,4.0,7.0,2018.0
3/7/2018,569000,604996,3.18,74.14,14490.0,14346.0,3.0,7.0,2018.0
2/7/2018,576000,610040,3.18,73.94,14403.0,14259.0,2.0,7.0,2018.0
1/7/2018,570000,604996,3.12,74.15,14476.0,14332.0,1.0,7.0,2018.0
30/06/2018,570000,604996,3.12,74.15,14476.0,14332.0,30.0,6.0,2018.0
29/06/2018,570000,604996,3.12,74.15,14476.0,14332.0,29.0,6.0,2018.0
28/06/2018,567000,602978,3.12,73.45,14342.0,14200.0,28.0,6.0,2018.0
27/06/2018,570000,606004,3.12,72.76,14234.0,14092.0,27.0,6.0,2018.0
26/06/2018,570000,606004,3.12,70.53,14234.0,14092.0,26.0,6.0,2018.0
25/06/2018,572000,608022,3.12,68.08,14176.0,14034.0,25.0,6.0,2018.0
24/06/2018,570000,606004,3.12,68.58,14173.0,14031.0,24.0,6.0,2018.0
23/06/2018,570000,606004,3.12,68.58,14173.0,14031.0,23.0,6.0,2018.0
22/06/2018,570000,606004,3.12,68.58,14173.0,14031.0,22.0,6.0,2018.0
21/06/2018,564000,600960,3.12,65.54,14160.0,14020.0,21.0,6.0,2018.0
20/06/2018,575000,611050,3.12,66.22,13972.0,13832.0,20.0,6.0,2018.0
19/06/2018,575000,611050,3.12,65.07,13972.0,13832.0,19.0,6.0,2018.0
18/06/2018,575000,611050,3.12,65.85,13972.0,13832.0,18.0,6.0,2018.0
17/06/2018,575000,611050,3.12,65.06,13972.0,13832.0,17.0,6.0,2018.0
16/06/2018,575000,611050,3.12,65.06,13972.0,13832.0,16.0,6.0,2018.0
15/06/2018,575000,611050,3.12,65.06,13972.0,13832.0,15.0,6.0,2018.0
14/06/2018,575000,611050,3.12,66.89,13972.0,13832.0,14.0,6.0,2018.0
13/06/2018,575000,611050,3.12,66.64,13972.0,13832.0,13.0,6.0,2018.0
12/6/2018,575000,611050,3.12,66.36,13972.0,13832.0,12.0,6.0,2018.0
11/6/2018,575000,611050,3.12,66.1,13972.0,13832.0,11.0,6.0,2018.0
10/6/2018,575000,611050,3.12,65.74,13972.0,13832.0,10.0,6.0,2018.0
9/6/2018,575000,611050,3.12,65.74,13972.0,13832.0,9.0,6.0,2018.0
8/6/2018,575000,611050,3.12,65.74,13972.0,13832.0,8.0,6.0,2018.0
7/6/2018,575000,611050,3.12,65.95,13937.0,13799.0,7.0,6.0,2018.0
6/6/2018,576000,608022,3.12,64.73,13944.0,13806.0,6.0,6.0,2018.0
5/6/2018,576000,609032,3.12,65.52,13956.0,13818.0,5.0,6.0,2018.0
4/6/2018,576000,614076,3.12,64.75,13941.0,13803.0,4.0,6.0,2018.0
3/6/2018,584000,615086,3.12,65.81,14021.0,13881.0,3.0,6.0,2018.0
2/6/2018,584000,615086,3.12,65.81,14021.0,13881.0,2.0,6.0,2018.0
1/6/2018,584000,615086,3.12,65.81,14021.0,13881.0,1.0,6.0,2018.0
31/05/2018,584000,615086,3.23,67.04,14021.0,13881.0,31.0,5.0,2018.0
30/05/2018,585000,617104,3.23,68.21,14102.0,13962.0,30.0,5.0,2018.0
29/05/2018,587000,621140,3.23,66.73,14135.0,13995.0,29.0,5.0,2018.0
28/05/2018,587000,621140,3.23,67.05,14135.0,13995.0,28.0,5.0,2018.0
27/05/2018,592000,618112,3.23,67.36,14237.0,14095.0,27.0,5.0,2018.0
26/05/2018,592000,618112,3.23,67.88,14237.0,14095.0,26.0,5.0,2018.0
25/05/2018,592000,618112,3.23,67.88,14237.0,14095.0,25.0,5.0,2018.0
24/05/2018,587000,616094,3.23,70.71,14276.0,14134.0,24.0,5.0,2018.0
23/05/2018,585000,616094,3.23,71.84,14263.0,14121.0,23.0,5.0,2018.0
22/05/2018,585000,613068,3.23,72.13,14249.0,14107.0,22.0,5.0,2018.0
21/05/2018,580000,612058,3.23,72.24,14247.0,14105.0,21.0,5.0,2018.0
20/05/2018,579000,613068,3.23,71.28,14178.0,14036.0,20.0,5.0,2018.0
19/05/2018,579000,613068,3.23,71.28,14178.0,14036.0,19.0,5.0,2018.0
18/05/2018,579000,613068,3.23,71.28,14178.0,14036.0,18.0,5.0,2018.0
17/05/2018,580000,611050,3.23,71.49,14144.0,14004.0,17.0,5.0,2018.0
16/05/2018,578000,615086,3.23,71.49,14164.0,14024.0,16.0,5.0,2018.0
15/05/2018,585000,616094,3.23,71.31,14090.0,13950.0,15.0,5.0,2018.0
14/05/2018,587000,621140,3.23,70.96,14046.0,13906.0,14.0,5.0,2018.0
13/05/2018,591000,619122,3.23,70.7,14118.0,13978.0,13.0,5.0,2018.0
12/5/2018,591000,619122,3.23,70.7,14118.0,13978.0,12.0,5.0,2018.0
11/5/2018,591000,619122,3.23,70.7,14118.0,13978.0,11.0,5.0,2018.0
10/5/2018,590000,617104,3.23,71.36,14144.0,14004.0,10.0,5.0,2018.0
9/5/2018,590000,617104,3.23,71.14,14144.0,14004.0,9.0,5.0,2018.0
8/5/2018,585000,616094,3.23,69.06,14106.0,13966.0,8.0,5.0,2018.0
7/5/2018,582000,616094,3.23,70.73,14026.0,13886.0,7.0,5.0,2018.0
6/5/2018,582000,612058,3.23,69.72,14013.0,13873.0,6.0,5.0,2018.0
5/5/2018,582000,612058,3.23,69.72,14013.0,13873.0,5.0,5.0,2018.0
4/5/2018,582000,612058,3.23,69.72,14013.0,13873.0,4.0,5.0,2018.0
3/5/2018,579000,610040,3.23,68.43,14035.0,13895.0,3.0,5.0,2018.0
2/5/2018,575000,614076,3.23,67.93,14006.0,13866.0,2.0,5.0,2018.0
1/5/2018,582000,614076,3.23,67.25,13946.0,13808.0,1.0,5.0,2018.0
30/04/2018,582000,614076,3.41,68.57,13946.0,13808.0,30.0,4.0,2018.0
29/04/2018,582000,614076,3.41,68.1,13948.0,13810.0,29.0,4.0,2018.0
28/04/2018,582000,614076,3.41,68.1,13948.0,13810.0,28.0,4.0,2018.0
27/04/2018,582000,614076,3.41,68.1,13948.0,13810.0,27.0,4.0,2018.0
26/04/2018,582000,617104,3.41,68.19,14000.0,13860.0,26.0,4.0,2018.0
25/04/2018,588000,614076,3.41,68.05,13957.0,13819.0,25.0,4.0,2018.0
24/04/2018,585000,614076,3.41,67.7,13970.0,13830.0,24.0,4.0,2018.0
23/04/2018,585000,617104,3.41,68.64,13963.0,13825.0,23.0,4.0,2018.0
22/04/2018,587000,620130,3.41,68.38,13873.0,13735.0,22.0,4.0,2018.0
21/04/2018,587000,620130,3.41,68.38,13873.0,13735.0,21.0,4.0,2018.0
20/04/2018,587000,620130,3.41,68.38,13873.0,13735.0,20.0,4.0,2018.0
19/04/2018,591000,619122,3.41,68.29,13847.0,13709.0,19.0,4.0,2018.0
18/04/2018,589000,619122,3.41,68.47,13839.0,13701.0,18.0,4.0,2018.0
17/04/2018,589000,617104,3.41,66.52,13839.0,13701.0,17.0,4.0,2018.0
16/04/2018,587000,615086,3.41,66.22,13835.0,13697.0,16.0,4.0,2018.0
15/04/2018,585000,620130,3.41,67.39,13822.0,13684.0,15.0,4.0,2018.0
14/04/2018,585000,620130,3.41,67.39,13822.0,13684.0,14.0,4.0,2018.0
13/04/2018,585000,620130,3.41,67.39,13822.0,13684.0,13.0,4.0,2018.0
12/4/2018,590000,616094,3.41,67.07,13832.0,13694.0,12.0,4.0,2018.0
11/4/2018,586000,615086,3.41,66.82,13816.0,13678.0,11.0,4.0,2018.0
10/4/2018,586000,611050,3.41,65.51,13828.0,13690.0,10.0,4.0,2018.0
9/4/2018,582000,612058,3.41,63.42,13840.0,13702.0,9.0,4.0,2018.0
8/4/2018,582000,612058,3.41,62.06,13840.0,13702.0,8.0,4.0,2018.0
7/4/2018,582000,612058,3.41,62.06,13840.0,13702.0,7.0,4.0,2018.0
6/4/2018,582000,612058,3.41,62.06,13840.0,13702.0,6.0,4.0,2018.0
5/4/2018,581000,615086,3.41,63.54,13836.0,13698.0,5.0,4.0,2018.0
4/4/2018,581000,615086,3.41,63.37,13829.0,13691.0,4.0,4.0,2018.0
3/4/2018,584000,609032,3.41,63.51,13834.0,13696.0,3.0,4.0,2018.0
2/4/2018,577000,608022,3.41,63.01,13819.0,13681.0,2.0,4.0,2018.0
1/4/2018,577000,612058,3.4,64.94,13825.0,13687.0,1.0,4.0,2018.0
31/03/2018,577000,612058,3.4,64.94,13825.0,13687.0,31.0,3.0,2018.0
30/03/2018,577000,612058,3.4,64.94,13825.0,13687.0,30.0,3.0,2018.0
29/03/2018,577000,612058,3.4,64.94,13825.0,13687.0,29.0,3.0,2018.0
28/03/2018,582000,619122,3.4,64.38,13814.0,13676.0,28.0,3.0,2018.0
27/03/2018,589000,618112,3.4,65.25,13777.0,13639.0,27.0,3.0,2018.0
26/03/2018,587000,610040,3.4,65.55,13845.0,13707.0,26.0,3.0,2018.0
25/03/2018,579000,611050,3.4,65.88,13849.0,13711.0,25.0,3.0,2018.0
24/03/2018,579000,611050,3.4,65.88,13849.0,13711.0,24.0,3.0,2018.0
23/03/2018,579000,611050,3.4,65.88,13849.0,13711.0,23.0,3.0,2018.0
22/03/2018,580000,602978,3.4,64.3,13806.0,13668.0,22.0,3.0,2018.0
21/03/2018,571000,601968,3.4,65.17,13828.0,13690.0,21.0,3.0,2018.0
20/03/2018,571000,601968,3.4,63.4,13830.0,13692.0,20.0,3.0,2018.0
19/03/2018,571000,601968,3.4,62.06,13834.0,13696.0,19.0,3.0,2018.0
18/03/2018,571000,604996,3.4,62.34,13834.0,13696.0,18.0,3.0,2018.0
17/03/2018,571000,604996,3.4,62.34,13834.0,13696.0,17.0,3.0,2018.0
16/03/2018,571000,604996,3.4,62.34,13834.0,13696.0,16.0,3.0,2018.0
15/03/2018,575000,604996,3.4,61.19,13817.0,13679.0,15.0,3.0,2018.0
14/03/2018,576000,606004,3.4,60.96,13808.0,13670.0,14.0,3.0,2018.0
13/03/2018,576000,607014,3.4,60.71,13826.0,13688.0,13.0,3.0,2018.0
12/3/2018,577000,603986,3.4,61.36,13837.0,13699.0,12.0,3.0,2018.0
11/3/2018,574000,604996,3.4,62.04,13863.0,13725.0,11.0,3.0,2018.0
10/3/2018,574000,604996,3.4,62.04,13863.0,13725.0,10.0,3.0,2018.0
9/3/2018,574000,604996,3.4,62.04,13863.0,13725.0,9.0,3.0,2018.0
8/3/2018,576000,611050,3.4,60.12,13843.0,13705.0,8.0,3.0,2018.0
7/3/2018,582000,602978,3.4,61.15,13832.0,13694.0,7.0,3.0,2018.0
6/3/2018,573000,603986,3.4,62.6,13819.0,13681.0,6.0,3.0,2018.0
5/3/2018,574000,603986,3.4,62.57,13809.0,13671.0,5.0,3.0,2018.0
4/3/2018,574000,600960,3.4,61.25,13815.0,13677.0,4.0,3.0,2018.0
3/3/2018,574000,600960,3.4,61.25,13815.0,13677.0,3.0,3.0,2018.0
2/3/2018,574000,600960,3.4,61.25,13815.0,13677.0,2.0,3.0,2018.0
1/3/2018,570000,598942,3.4,60.99,13862.0,13724.0,1.0,3.0,2018.0
28/02/2018,569000,602978,3.18,61.64,13776.0,13638.0,28.0,2.0,2018.0
27/02/2018,576000,600960,3.18,63.01,13718.0,13582.0,27.0,2.0,2018.0
26/02/2018,574000,601968,3.18,63.91,13727.0,13591.0,26.0,2.0,2018.0
25/02/2018,574000,597932,3.18,63.55,13738.0,13602.0,25.0,2.0,2018.0
24/02/2018,574000,597932,3.18,63.55,13738.0,13602.0,24.0,2.0,2018.0
23/02/2018,574000,597932,3.18,63.55,13738.0,13602.0,23.0,2.0,2018.0
22/02/2018,568000,597932,3.18,62.77,13733.0,13597.0,22.0,2.0,2018.0
21/02/2018,567000,601968,3.18,61.68,13650.0,13514.0,21.0,2.0,2018.0
20/02/2018,571000,603986,3.18,61.9,13641.0,13505.0,20.0,2.0,2018.0
19/02/2018,572000,609032,3.18,62.38,13609.0,13473.0,19.0,2.0,2018.0
18/02/2018,579000,603986,3.18,61.72,13638.0,13502.0,18.0,2.0,2018.0
17/02/2018,579000,603986,3.18,61.68,13638.0,13502.0,17.0,2.0,2018.0
16/02/2018,579000,603986,3.18,61.68,13638.0,13502.0,16.0,2.0,2018.0
15/02/2018,579000,603986,3.18,61.34,13638.0,13502.0,15.0,2.0,2018.0
14/02/2018,573000,598942,3.18,60.6,13725.0,13589.0,14.0,2.0,2018.0
13/02/2018,568000,596924,3.18,59.19,13712.0,13576.0,13.0,2.0,2018.0
12/2/2018,567000,597932,3.18,59.29,13677.0,13541.0,12.0,2.0,2018.0
11/2/2018,568000,594906,3.18,59.2,13711.0,13575.0,11.0,2.0,2018.0
10/2/2018,568000,594906,3.18,59.2,13711.0,13575.0,10.0,2.0,2018.0
9/2/2018,568000,594906,3.18,59.2,13711.0,13575.0,9.0,2.0,2018.0
8/2/2018,565000,596924,3.18,61.15,13670.0,13534.0,8.0,2.0,2018.0
7/2/2018,569000,598942,3.18,61.79,13601.0,13465.0,7.0,2.0,2018.0
6/2/2018,569000,593896,3.18,63.39,13646.0,13510.0,6.0,2.0,2018.0
5/2/2018,565000,598942,3.18,64.15,13565.0,13431.0,5.0,2.0,2018.0
4/2/2018,570000,598942,3.18,65.45,13495.0,13361.0,4.0,2.0,2018.0
3/2/2018,570000,598942,3.18,65.45,13495.0,13361.0,3.0,2.0,2018.0
2/2/2018,570000,598942,3.18,65.45,13495.0,13361.0,2.0,2.0,2018.0
1/2/2018,570000,593896,3.18,65.8,13469.0,13335.0,1.0,2.0,2018.0
31/01/2018,564000,596924,3.25,64.73,13480.0,13346.0,31.0,1.0,2018.0
30/01/2018,564000,596924,3.25,64.5,13465.0,13331.0,30.0,1.0,2018.0
29/01/2018,568000,593896,3.25,65.56,13394.0,13260.0,29.0,1.0,2018.0
28/01/2018,565000,596924,3.25,66.14,13370.0,13236.0,28.0,1.0,2018.0
27/01/2018,565000,596924,3.25,66.14,13370.0,13236.0,27.0,1.0,2018.0
26/01/2018,565000,596924,3.25,66.14,13370.0,13236.0,26.0,1.0,2018.0
25/01/2018,570000,590870,3.25,65.51,13356.0,13224.0,25.0,1.0,2018.0
24/01/2018,565000,587842,3.25,65.61,13388.0,13254.0,24.0,1.0,2018.0
23/01/2018,562000,588852,3.25,64.47,13385.0,13251.0,23.0,1.0,2018.0
22/01/2018,563000,588852,3.25,63.49,13401.0,13267.0,22.0,1.0,2018.0
21/01/2018,561000,588852,3.25,63.37,13398.0,13264.0,21.0,1.0,2018.0
20/01/2018,561000,588852,3.25,63.37,13398.0,13264.0,20.0,1.0,2018.0
19/01/2018,561000,588852,3.25,63.37,13398.0,13264.0,19.0,1.0,2018.0
18/01/2018,561000,592888,3.25,63.95,13432.0,13298.0,18.0,1.0,2018.0
17/01/2018,566000,594906,3.25,63.97,13390.0,13256.0,17.0,1.0,2018.0
16/01/2018,566000,595914,3.25,63.73,13400.0,13266.0,16.0,1.0,2018.0
15/01/2018,567000,595914,3.25,64.73,13397.0,13263.0,15.0,1.0,2018.0
14/01/2018,565000,593896,3.25,64.28,13429.0,13295.0,14.0,1.0,2018.0
13/01/2018,565000,593896,3.25,64.3,13429.0,13295.0,13.0,1.0,2018.0
12/1/2018,565000,593896,3.25,64.3,13429.0,13295.0,12.0,1.0,2018.0
11/1/2018,564000,590870,3.25,63.8,13494.0,13360.0,11.0,1.0,2018.0
10/1/2018,562000,592888,3.25,63.57,13516.0,13382.0,10.0,1.0,2018.0
9/1/2018,563000,593896,3.25,62.96,13495.0,13361.0,9.0,1.0,2018.0
8/1/2018,563000,595914,3.25,61.73,13464.0,13330.0,8.0,1.0,2018.0
7/1/2018,565000,592888,3.25,61.44,13472.0,13338.0,7.0,1.0,2018.0
6/1/2018,565000,592888,3.25,61.44,13472.0,13338.0,6.0,1.0,2018.0
5/1/2018,565000,592888,3.25,61.44,13472.0,13338.0,5.0,1.0,2018.0
4/1/2018,561000,597932,3.25,62.01,13541.0,13407.0,4.0,1.0,2018.0
3/1/2018,567000,594906,3.25,61.63,13565.0,13431.0,3.0,1.0,2018.0
2/1/2018,565000,592888,3.25,60.37,13610.0,13474.0,2.0,1.0,2018.0
1/1/2018,563000,590870,3.25,60.24,13616.0,13480.0,1.0,1.0,2018.0
31/12/2017,563000,590870,3.61,60.42,13616.0,13480.0,31.0,12.0,2017.0
30/12/2017,563000,590870,3.61,60.42,13616.0,13480.0,30.0,12.0,2017.0
29/12/2017,561000,588852,3.61,60.42,13616.0,13480.0,29.0,12.0,2017.0
28/12/2017,559000,587842,3.61,59.84,13628.0,13492.0,28.0,12.0,2017.0
27/12/2017,558000,581788,3.61,59.64,13630.0,13494.0,27.0,12.0,2017.0
26/12/2017,553000,582798,3.61,59.97,13626.0,13490.0,26.0,12.0,2017.0
25/12/2017,553000,582798,3.61,58.59,13626.0,13490.0,25.0,12.0,2017.0
24/12/2017,553000,582798,3.61,58.47,13626.0,13490.0,24.0,12.0,2017.0
23/12/2017,553000,582798,3.61,58.47,13626.0,13490.0,23.0,12.0,2017.0
22/12/2017,553000,582798,3.61,58.47,13626.0,13490.0,22.0,12.0,2017.0
21/12/2017,554000,580780,3.61,58.36,13613.0,13477.0,21.0,12.0,2017.0
20/12/2017,552000,580780,3.61,58.09,13647.0,13511.0,20.0,12.0,2017.0
19/12/2017,552000,577752,3.61,57.46,13655.0,13519.0,19.0,12.0,2017.0
18/12/2017,549000,577752,3.61,57.16,13652.0,13516.0,18.0,12.0,2017.0
17/12/2017,549000,578762,3.61,57.3,13641.0,13505.0,17.0,12.0,2017.0
16/12/2017,549000,578762,3.61,57.3,13641.0,13505.0,16.0,12.0,2017.0
15/12/2017,549000,578762,3.61,57.3,13641.0,13505.0,15.0,12.0,2017.0
14/12/2017,550000,573716,3.61,57.04,13633.0,13497.0,14.0,12.0,2017.0
13/12/2017,545000,573112,3.61,56.6,13657.0,13521.0,13.0,12.0,2017.0
12/12/2017,544000,574120,3.61,57.14,13618.0,13482.0,12.0,12.0,2017.0
11/12/2017,544000,573716,3.61,57.99,13614.0,13478.0,11.0,12.0,2017.0
10/12/2017,544000,576744,3.61,57.36,13624.0,13488.0,10.0,12.0,2017.0
9/12/2017,544000,576744,3.61,57.36,13624.0,13488.0,9.0,12.0,2017.0
8/12/2017,544000,576744,3.61,57.36,13624.0,13488.0,8.0,12.0,2017.0
7/12/2017,549000,576744,3.61,56.69,13620.0,13484.0,7.0,12.0,2017.0
6/12/2017,549000,580780,3.61,55.96,13592.0,13456.0,6.0,12.0,2017.0
5/12/2017,553000,578762,3.61,57.62,13583.0,13447.0,5.0,12.0,2017.0
4/12/2017,552000,582798,3.61,57.47,13595.0,13459.0,4.0,12.0,2017.0
3/12/2017,555000,585824,3.61,58.36,13582.0,13446.0,3.0,12.0,2017.0
2/12/2017,555000,585824,3.61,58.36,13582.0,13446.0,2.0,12.0,2017.0
1/12/2017,555000,585824,3.61,58.36,13582.0,13446.0,1.0,12.0,2017.0
30/11/2017,555000,585824,3.3,57.4,13582.0,13446.0,30.0,11.0,2017.0
29/11/2017,558000,586834,3.3,57.3,13583.0,13447.0,29.0,11.0,2017.0
28/11/2017,560000,584816,3.3,57.99,13595.0,13459.0,28.0,11.0,2017.0
27/11/2017,558000,585824,3.3,58.11,13579.0,13443.0,27.0,11.0,2017.0
26/11/2017,558000,586834,3.3,58.95,13574.0,13438.0,26.0,11.0,2017.0
25/11/2017,558000,586834,3.3,58.95,13574.0,13438.0,25.0,11.0,2017.0
24/11/2017,558000,586834,3.3,58.95,13574.0,13438.0,24.0,11.0,2017.0
23/11/2017,559000,584816,3.3,58.38,13571.0,13435.0,23.0,11.0,2017.0
22/11/2017,557000,582798,3.3,58.02,13591.0,13455.0,22.0,11.0,2017.0
21/11/2017,556000,588852,3.3,56.83,13612.0,13476.0,21.0,11.0,2017.0
